"CNPJ","NOME_DA_INSTITUIÇÃO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","TIPO_COOPERATIVA","CLASSE_COOPER","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"7215632.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE APIÚNA - CRESOL APIÚNA","RUA ITAJUBÁ, 225","SALA 1","CENTRO","89135000.000000","APIUNA","SC","47.000000","33531852.000000","Crédito Rural","Singular","APIUNA@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"7226799.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE MINEIROS/GOIÁS","2ª AVENIDA, ESQUINA COM RUA HUM",NA,"CENTRO","75830000.000000","MINEIROS","GO","64.000000","36618179.000000","Crédito Mútuo","Singular","ASSERP-M@UOL.COM.BR",NA,"2007","10","cooperativas"
"7252614.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PAIM FILHO","SAULE PAGNONCELLI",NA,"CENTRO","99700000.000000","PAIM FILHO","RS","54.000000","5192351.000000","Crédito Rural","Singular","LUCIANA@CRESOLCENTRAL.COM.BR",NA,"2007","10","cooperativas"
"7268499.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTA LÚCIA - CRESOL SANTA LÚCIA","AVENIDA AMÉRICO MANTOVANI, 212","PREDIO","CENTRO","85795000.000000","SANTA LUCIA","PR","45.000000","32881318.000000","Crédito Rural","Singular","SANTALUCIA@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7268732.000000","COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE IJUÍ - CREHNOR NOROESTE","RUA 14 DE JULHO, 65",NA,NA,"98700000.000000","IJUI","RS","55.000000","33327298.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"7286011.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CORONEL DOMINGOS SOARES - CRESOL CORONEL DOMINGOS SOARES","AV. ARAUCÁRIA, S/Nº",NA,NA,"85690000.000000","CORONEL DOMINGOS SOARES","PR","46.000000","32541306.000000","Crédito Rural","Singular","CORONELDOMINGOS@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"7286250.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS ESTIVADORES DE ITAJAÍ - ESTIVACREDI","RUA CÔNEGO THOMAZ FONTES, 144","SALA 01","CENTRO","88301100.000000","ITAJAI","SC","47.000000","33495454.000000","Crédito Mútuo - Atividade Profissional","Singular","ESTIVACREDI@TERRA.COM.BR",NA,"2007","10","cooperativas"
"7312152.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BELA VISTA DA CAROBA - CRESOL BELA VISTA DA CAROBA","RUA RIO GRANDE DO SUL","CENTRO","CENTRO","85745000.000000","BELA VISTA DA CAROBA","PR","46.000000","35571210.000000","Crédito Rural","Singular","BELAVISTA@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7318874.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE ASSIS CHATEAUBRIAND - SICOOB MÉDIO OESTE","RUA. JOÃO PESSOA, 66",NA,"CENTRO","85935000.000000","ASSIS CHATEAUBRIAND","PR","44.000000","35283002.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","SICOOB@SICOOBASSIS.COM.BR",NA,"2007","10","cooperativas"
"7319027.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE GUARAPUAVA - SICOOB GUARAPUAVA","RUA XV DE NOVEMBRO, 7169","TÉRREO","CENTRO","85010000.000000","GUARAPUAVA","PR","42.000000","36224400.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","CONTROLLER@SICOOBGUARAPUAVA.COM.BR",NA,"2007","10","cooperativas"
"7319077.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TAIÓ - CRESOL TAIÓ","RUA CORONEL FEDDERSEN, 190",NA,"CENTRO","89190000.000000","TAIO","SC","47.000000","35620448.000000","Crédito Rural","Singular","TAIO@CRESOLCENTRAL.COM.BR",NA,"2007","10","cooperativas"
"7320890.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE VITOR MEIRELES","RUA SANTA CATARINA, 1097",NA,"CENTRO","89148000.000000","VITOR MEIRELES","SC","47.000000","32580242.000000","Crédito Rural","Singular","VITORMEIRELES@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"7356021.000000","COOPERATIVA DE CRÉDITO RURAL DO ALTO DO VALE DO TAQUARI - ALTOCREDI","RUA CONSELHEIRO JOSÉ BOZZETTO, 830",NA,NA,"95990000.000000","ILOPOLIS","RS","51.000000","37741120.000000","Crédito Rural","Singular","ALTOCREDI@MSBNET.COM.BR",NA,"2007","10","cooperativas"
"7373211.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DOS CAMPOS GERAIS - SICOOB CAMPOS GERAIS","RUA CORONEL DULCÍDIO, Nº 701","TÉRREO","CENTRO","84010280.000000","PONTA GROSSA","PR","42.000000","32222050.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","COOPERATIVA@SICOOBCG.COM.BR",NA,"2007","10","cooperativas"
"7396258.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ADRIANÓPOLIS - CRESOL ADRIANÓPOLIS","AVENIDA MARECHAL MASCARENHAS DE MORAES, S/N",NA,"CENTRO","83490000.000000","ADRIANOPOLIS","PR","41.000000","36781250.000000","Crédito Rural","Singular","ADRIANOPOLIS@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"7407136.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CASTRO - CRESOL CASTRO","PRAÇA DUQUE DE CAXIAS, 795","SALA 05","CENTRO","84165090.000000","CASTRO","PR","42.000000","32323209.000000","Crédito Rural","Singular","CASTRO@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"7412987.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE PINHALZINHO - CRESOL PINHALZINHO","AV. PORTO ALEGRE, 1703",NA,"CENTRO","89870000.000000","PINHALZINHO","SC","49.000000","33662355.000000","Crédito Rural","Singular","PINHALZINHO@CRESOLCENTRAL.COM.BR",NA,"2007","10","cooperativas"
"7440317.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED","RUA BAEPENDI, 162",NA,"ONDINA","40170070.000000","SALVADOR","BA","71.000000","21079669.000000","Crédito Mútuo","Singular","KARINA@ABMNET.ORG.BR","WWW.CREDMED-BA.COM.BR","2007","10","cooperativas"
"7458684.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE TELÊMACO BORBA - SICOOB CENTRO LESTE","RUA MANOEL RIBAS, 19","CENTRO","CENTRO","84261080.000000","TELEMACO BORBA","PR","42.000000","32720500.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","SICOOBCENTROLESTE@BRTURBO.COM.BR",NA,"2007","10","cooperativas"
"7465539.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM","RUA SETE DE SETEMBRO, 619",NA,"CENTRO","89157000.000000","WITMARSUM","SC","49.000000","33580331.000000","Crédito Rural","Singular","WITMARSUM@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"7469260.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS INDUSTRIAIS VINCULADOS À FIEMG LTDA - SICOOB CREDIFIEMG","RUA GONÇALVES DIAS","46","FUNCIONÁRIOS","30140090.000000","BELO HORIZONTE","MG","31.000000","32634530.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","CREDIFIEMG@CREDIFIEMG.COM.BR","WWW.CREDIFIEMG.COM.BR","2007","10","cooperativas"
"7475376.000000","COOPERATIVA DE CRÉDITO RURAL DE DESENVOLVIMENTO SOLIDÁRIO DE COLATINA - CREDSOL COLATINA","RUA ADAMASTOR SALVADOR, 421","1º ANDAR, SALA 103","CENTRO","29700050.000000","COLATINA","ES","27.000000","37219565.000000","Crédito Rural","Singular","COLATINA@CREDSOL-ES.COM.BR",NA,"2007","10","cooperativas"
"7494300.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NA ÁREA DE SAÚDE E AFINS DO ALTO URUGUAI - CREDISUL","AV SETE SETEMBRO 590 SALA 03",NA,"CENTRO","99700000.000000","ERECHIM","RS","54.000000","33210757.000000","Crédito Mútuo - Atividade Profissional","Singular","CREDISULSICOOB@TERRA.COM.BR",NA,"2007","10","cooperativas"
"7502031.000000","COOPERATIVA DE CRÉDITO EMPRESARIAL DO VALE SAO PATRICIO LTDA","AV. GOIAS  Nº 323",NA,"CENTRO","76380000.000000","GOIANESIA","GO","62.000000","33533303.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular",NA,NA,"2007","10","cooperativas"
"7507647.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITUPORANGA - CRESOL ITUPORANGA","RUA 14 DE FEVEREIRO, 289",NA,"CENTRO","88400000.000000","ITUPORANGA","SC","47.000000","5331499.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"7509426.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XANXERÊ - CRESOL XANXERÊ","RUA VICTOR KONDER, 899",NA,"CENTRO","89820000.000000","XANXERE","SC","49.000000","34339924.000000","Crédito Rural","Singular","XANXERE@CRESOLCENTRAL.COM.BR",NA,"2007","10","cooperativas"
"7512780.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS","RUA CORONEL ANTÔNIO LEHMKHUL, S/N",NA,"CENTRO","88150000.000000","AGUAS MORNAS","SC","48.000000","32459141.000000","Crédito Rural","Singular","LITORAL@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7514202.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS DE CHAPECÓ - CRESOL ÁGUAS DE CHAPECÓ","AVENIDA JOINVILLE, 384 - CENTRO",NA,"CENTRO","89883000.000000","AGUAS DE CHAPECO","SC","49.000000","33390066.000000","Crédito Rural","Singular","AGUASDECHAPECO@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7519375.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IMARUÍ","PROFESSOR FÉLIX BARRETO, 25",NA,"CENTRO","88770000.000000","IMARUI","SC","48.000000","36430162.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"7522059.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE BLUMENAU - CRESOL BLUMENAU","RUA DR. PEDRO ZIMMERMANN, 10140",NA,"ITOUPAVA CENTRAL","89069001.000000","BLUMENAU","SC","47.000000","33376919.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"7542211.000000","CCR COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO DA URTIGA - CRESOL SÃO JOÃO DA URTIGA","RUA CASTELO BRANCO, 139",NA,"CENTRO","99855000.000000","SAO JOAO DA URTIGA","RS","54.000000","5192351.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"7557462.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SÃO JOÃO - CRESOL SÃO JOÃO","AV. SÃO JOÃO, 693","SALA COMERCIAL","CENTRO","85570000.000000","SAO JOAO","PR","46.000000","35331253.000000","Crédito Rural","Singular","SAOJOAO@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"7564184.000000","COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO - COCREAL","RUA ALDEMAR DE MENDONÇA, S/N",NA,"CENTRO","57400000.000000","PAO DE ACUCAR","AL","82.000000","36241471.000000","Crédito Rural","Singular","COCREAL_AL@YAHOO.COM.BR",NA,"2007","10","cooperativas"
"7599206.000000","COOPERATIVA DE CREDITO DOS EMPRESARIOS DO SECOVI-GO LTDA","RUA 104, 587","SETOR SUL","SETOR SUL","74083300.000000","GOIANIA","GO","62.000000","40120300.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","SILVIA@SECOVICRED.COM.BR","WWW.SECOVICRED.COM.BR","2007","10","cooperativas"
"7635360.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALUMAR","RODOVIA BR-135, KM 18","VILA PEDRINHAS","PEDRINHAS","65099030.000000","SAO LUIS","MA","98.000000","32181141.000000","Crédito Mútuo","Singular","CECMESHARED.SLU@ALCOA.COM.BR",NA,"2007","10","cooperativas"
"7642803.000000","COOPERATIVA DE CRÉDITO RURAL DE DESENVOLVIMENTO SOLIDÁRIO DE MONTANHA - CREDSOL MONTANHA","AVENIDA ANTÔNIO PAULINO, 675, ANEXO AO SAFARMON",NA,"CENTRO","29890000.000000","MONTANHA","ES","27.000000","37541587.000000","Crédito Rural","Singular","MONTANHA@CREDSOL-ES.COM.BR",NA,"2007","10","cooperativas"
"7651495.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS DO PODER JUDICIÁRIO DA CAPITAL DO ESTADO DE SÃO PAULO - SICOOB JUDCRED","PRAÇA DA SÉ, 371 - 3º ANDAR - CJS 308, 309 E 310",NA,"CENTRO","1001000.000000","SAO PAULO","SP","11.000000","31120010.000000","Crédito Mútuo - Empregados","Singular","PRESIDENTE@JUDCON.ORG.BR",NA,"2007","10","cooperativas"
"7669921.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS MICROS E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DE SÃO CARLOS - SICOOB CREDIACISC","AV. SÃO CARLOS, 2123",NA,"CENTRO","13560010.000000","SAO CARLOS","SP","16.000000","33743233.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular","CREDIACISC@TERRA.COM.BR",NA,"2007","10","cooperativas"
"7703024.000000","COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS NA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SERVCRED-GO","RUA 15, NR16  QDA 29","LOTES 2 E 4","SETOR CENTRAL","74030030.000000","GOIANIA","GO","62.000000","32125300.000000","Crédito Mútuo - Empregados","Singular","SERVCRED@SICOOBGOIAS.COM.BR","WWW.SERVCREDGO.GOIAS.GOV.BR","2007","10","cooperativas"
"7707311.000000","COOPERATIVA DE CRÉDITO RURAL DE DESENVOLVIMENTO SOLIDÁRIO DE MUQUI - CREDSOL MUQUI","RUA HITLHER ACHA AYUB","S/N","CENTRO","29480000.000000","MUQUI","ES","28.000000","35541841.000000","Crédito Rural","Singular","MUQUI@CREDSOL-ES.COM.BR",NA,"2007","10","cooperativas"
"7714057.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA NOTARIAL E REGISTRAL DO RIO GRANDE DO SUL","ANDRADE NEVES, 14","SALAS 201","CENTRO","90010210.000000","PORTO ALEGRE","RS","51.000000","21085000.000000","Crédito Mútuo - Atividade Profissional","Singular","COOPNORE@COOPNORE.COM.BR","WWW.COOPNORE.COM.BR","2007","10","cooperativas"
"7753938.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS DISTRIBUIDORES DE BEBIDAS DO ESTADO DE SÃO PAULO - SICOOB CREDIBESP","RUA ALFREDO GUEDES, 72","1º ANDAR - CJ. 12/13","CARANDIRU","2034010.000000","SAO PAULO","SP","11.000000","62213113.000000","Crédito Mútuo - Atividade Profissional","Singular","CREDIBESP@ADIBE.COM.BR","WWW.ADIBE.COM.BR","2007","10","cooperativas"
"7755335.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS ADVOGADOS DO ESTADO DO RIO DE JANEIRO LTDA.","AV. MARECHAL CAMARA, 210","LOJA A","CASTELO","20020080.000000","RIO DE JANEIRO","RJ","21.000000","22722175.000000","Crédito Mútuo - Atividade Profissional","Singular","OABRJCRED@OABRJCRED.COM.BR","WWW.OABRJCRED.COM.BR","2007","10","cooperativas"
"7789195.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE TRANSPORTES DE VEÍCULOS DOS MUNICÍPIOS DE SANTO ANDRÉ, SÃO BERNARDO DO CAMPO, SÃO CAETANO DO SUL, DIADEMA, MAUÁ E RIBEIRÃO PIRES-CREDCEG","RUA DOS FELTRINS, 1401",NA,"DEMARCHI","9820280.000000","SAO BERNARDO DO CAMPO","SP","11.000000","38834248.000000","Crédito Mútuo - Atividade Profissional","Singular","DJALMA@CREDCEG.COM.BR",NA,"2007","10","cooperativas"
"7791025.000000","COOPERATIVA DE ECONOMIA  E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ARAXÁ LTDA - CREDICOMÉRCIO","RUA CAPITÃO IZIDRO 365",NA,"CENTRO","38183192.000000","ARAXA","MG","34.000000","36698090.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","CREDCOMERCIO@CREDCOMERCIO.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"7814673.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS NA CAIXA ECONÔMICA FEDERAL NO ESTADO DE SÃO PAULO - APCEFCREDI-SP","RUA BARÃO DE ITAPETININGA, 125/8º ANDAR",NA,"CENTRO","1042001.000000","SAO PAULO","SP","11.000000","30178300.000000","Crédito Mútuo - Empregados","Singular","CREDITO@APCEFSP.ORG.BR",NA,"2007","10","cooperativas"
"7836458.000000","COOPERATIVA DE CRÉDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA","SCS - QD. 06 - BLOCO A -  N. 136 - TÉRREO",NA,"ASA SUL","70326900.000000","BRASILIA","DF","61.000000","30345292.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","JRNEVES@CREDILOJISTA.COOP.BR","WWW.CREDILOJISTA.COOP.BR","2007","10","cooperativas"
"7839980.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS DESPACHANTES DOCUMENTALISTAS DO ESTADO DE SÃO PAULO - COOPERDESP","AVENIDA NESTOR CASTANHEIRA, 34",NA,"VILA INDUSTRIAL","13036100.000000","CAMPINAS","SP","19.000000","32720028.000000","Crédito Mútuo - Atividade Profissional","Singular","COOPERDESP@YAHOO.COM.BR",NA,"2007","10","cooperativas"
"7853842.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE OURO - CRESOL OURO","RUA FELIPE SCHMIDT, 1882",NA,"CENTRO","89663000.000000","OURO","SC","49.000000","35551330.000000","Crédito Rural","Singular","OURO@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7858553.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DO COMÉRCIO DA REGIÃO METROPOLITANA, ZONA DA MATA E AGRESTE DO ESTADO DE PERNAMBUCO LTDA. - COOPLOJAS","RUA DO RIACHUELO, 105","SALA 101","BOA VISTA","50050400.000000","RECIFE","PE","81.000000","32229249.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","MARCELINO@COOPLOJASPE.COM.BR",NA,"2007","10","cooperativas"
"7913550.000000","COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DO SERTÃO CENTRAL DE PERNAMBUCO - ECOSOL SERTÃO CENTRAL DE PERNAMBUCO","RUA PADRE ROMÃO FERRAZ, 384",NA,"NOSSA SENHORA PENHA","56903500.000000","SERRA TALHADA","PE","87.000000","38311442.000000","Crédito Rural","Singular","EVALDOSERTAOCENTRAL@YAHOO.COM.BR",NA,"2007","10","cooperativas"
"7925729.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GRANDES RIOS - CRESOL GRANDES RIOS","AVENIDA BRASIL, 687","SALA 02","CENTRO","86845000.000000","GRANDES RIOS","PR","43.000000","34741601.000000","Crédito Rural","Singular","GRANDESRIOS@CRESOL.COM.BR",NA,"2007","10","cooperativas"
"7926510.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE NOVA ESPERANÇA DO SUDOESTE","AV. IGUAÇU 750",NA,NA,"85635000.000000","NOVA ESPERANCA DO SUDOESTE","PR","46.000000","35461334.000000","Crédito Rural","Singular","NOVAESPERANCA@CRESOL.COM.BR","WWW.CRESOL.COM.BR","2007","10","cooperativas"
"7946216.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS MICRO E PEQUENOS EMPRESÁRIOS E MICROEMPREENDEDORES DE SANTO ANDRÉ - SICOOB CREDIACISA","AVENIDA XV DE NOVEMBRO, 442",NA,"CENTRO","9015000.000000","SANTO ANDRE","SP","11.000000","21991647.000000","Crédito Mútuo - Empreendedores - Micros e Pequenos","Singular",NA,"WWW.CREDIACISA.COM.BR","2007","10","cooperativas"
"7946451.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TANGARÁ - CRESOL TANGARÁ","RUA ADEMAR DE BARROS, 110",NA,"CENTRO","89642000.000000","TANGARA","SC","49.000000","35322240.000000","Crédito Rural","Singular","TANGARA@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"7950031.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MILITARES E DEMAIS SERV. DOS ÓRGÃOS FEDERAIS E ESTADUAIS DA SEG.PÚBLICA, DA ADMINISTRAÇÃO, DO PLANEJ.E DOS ORGÃOS VINCULADOS DE MANAUS LTDA-MILICRED MANAUS","RUA BENJAMIN CONSTANT, S/N","ANEXO AO COMANDO GERAL","PETROPOLIS","69063010.000000","MANAUS","AM","92.000000","36118361.000000","Crédito Mútuo","Singular","RROF@UOL.COM.BROUBRITO1963@IG.COM.BR",NA,"2007","10","cooperativas"
"7958405.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RIO FORTUNA","RUA JORGE LACERDA, S/Nº","SALA 01","CENTRO","88760000.000000","RIO FORTUNA","SC","48.000000","36531342.000000","Crédito Rural","Singular","RIOFORTUNA@CRESOLCENTRAL.COM.BR","WWW.CRESOLCENTRAL.COM.BR","2007","10","cooperativas"
"7996099.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE CAMPINAS - SICOOB ACICOOP","RUA JOSÉ PAULINO, 1113",NA,"CENTRO","13013001.000000","CAMPINAS","SP","19.000000","21049218.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","ACICOOP@ACICOOP.ORG.BR",NA,"2007","10","cooperativas"
"8030602.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP","RUA LÍBERO BADARÓ, 293","29º ANDAR - CONJUNTO D","CENTRO","1009907.000000","SAO PAULO","SP","11.000000","31885001.000000","Crédito Mútuo - Atividade Profissional","Singular","CREDICORSP@CREDICORSP.COM.BR",NA,"2007","10","cooperativas"
"8041950.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO, DEFENSORES PÚBLICOS E SERVIDORES DO PODER JUDICIÁRIO NO ESTADO DO CEARÁ - COOPERJURIS","RUA DES. FLORIANO BENEVIDES MAGALHÃES, 220","SETOR B, TÉRREO DO FÓRUM CLÓVIS BEVILÁQUA","EDSON QUEIROZ","60811690.000000","FORTALEZA","CE","85.000000","32781899.000000","Crédito Mútuo - Atividade Profissional","Singular","VFLOBO@NETBANDALARGA.COM.BR","WWW.COOPERJURIS-CE.COM.BR","2007","10","cooperativas"
"8044854.000000","COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE JI-PARANÁ/RO - EMPRECRED","RUA JOSÉ EDUARDO VIEIRA, 1811","ESQUINA COM A RUA MARINGÁ","NOVA BRASÍLIA","78964260.000000","JI-PARANA","RO","69.000000","34230550.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","GRAEFFEGRAEFF@UOL.COM.BR",NA,"2007","10","cooperativas"
"8055016.000000","COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE XAVANTINA - CRESOL XAVANTINA","RUA OTÁVIO URBANO SIMON S/N",NA,"CENTRO","89780000.000000","XAVANTINA","SC","49.000000","34541415.000000","Crédito Rural","Singular","XAVANTINA@CRESOLCENTRAL.COM.BR",NA,"2007","10","cooperativas"
"8071414.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE RIBEIRÃO PRETO E REGIÃO - SICOOB COOPERAC","RUA  SÃO SEBASTIÃO, 675",NA,"CENTRO","14015040.000000","RIBEIRAO PRETO","SP","16.000000","35125100.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","NEGOCIOS@COOPERAC.COM.BR",NA,"2007","10","cooperativas"
"8075352.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA LIDA. - TRANSPOCRED","RUA JOSÉ CÂNDIDO DA SILVA, 225","BALNEARIO","ESTREITO","88075250.000000","FLORIANOPOLIS","SC","48.000000","32484111.000000","Crédito Mútuo - Empresários - Vínculo Patronal","Singular","TRANSPOCRED@TRANSPOCRED.COM.BR",NA,"2007","10","cooperativas"
"8078179.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO SISTEMA FACULDADE DE MEDICINA - HOSPITAL DAS CLÍNICAS DE SÃO PAULO - COOPMED","RUA DOUTOR OVIDIO PIRES DE CAMPOS, 225",NA,"CERQUEIRA CÉSAR","5403010.000000","SAO PAULO","SP","11.000000","30697429.000000","Crédito Mútuo - Empregados","Singular","COOPMED@HCNET.USP.BR",NA,"2007","10","cooperativas"
"8083363.000000","COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE INDAIAL - SC","RUA VEREADOR ALVIM RAUH JUNIOR, 100",NA,"DAS NAÇÕES","89130000.000000","INDAIAL","SC","47.000000","33338786.000000","Livre Admissão - população até 300 mil habitantes","Singular",NA,NA,"2007","10","cooperativas"
"8087331.000000","COOPERATIVA DE CRÉDITO RURAL DE ECONOMIA SOLIDÁRIA DO ARARIPE   ECOSOL ARARIPE","RUA JOSÉ TOMÁZ DE AQUINO, 90",NA,"CENTRO","56200000.000000","OURICURI","PE","87.000000","38741236.000000","Crédito Rural","Singular","ARARIPE@ECOSOL.COM.BR","WWW.ECOSOL.COM.BR'","2007","10","cooperativas"
